http://dx.doi.org/10.1007/s10288-014-0263-6no abstract
http://dx.doi.org/10.1007/s10288-014-0263-6no keywords
http://dx.doi.org/10.1007/s10288-014-0263-6no regerences
http://dx.doi.org/10.1109/TIT.1986.1057188 no institution
http://dx.doi.org/10.1109/TIT.1986.1057189 no institution
http://dx.doi.org/10.1109/TIT.1986.1057190 no institution
http://dx.doi.org/10.1109/TIT.1986.1057191 no institution
http://dx.doi.org/10.1109/TIT.1986.1057192 no institution
http://dx.doi.org/10.1109/TIT.1986.1057177 no institution
http://dx.doi.org/10.1109/TIT.1986.1057178 no institution
http://dx.doi.org/10.1109/TIT.1986.1057179 no institution
http://dx.doi.org/10.1109/TIT.1986.1057180 no institution
http://dx.doi.org/10.1109/TIT.1986.1057181 no institution
http://dx.doi.org/10.1109/TIT.1986.1057182 no institution
http://dx.doi.org/10.1109/TIT.1986.1057183 no institution
http://dx.doi.org/10.1109/TIT.1986.1057184 no institution
http://dx.doi.org/10.1109/TIT.1986.1057185 no institution
http://dx.doi.org/10.1109/TIT.1986.1057186 no institution
http://dx.doi.org/10.1109/TIT.1986.1057172 no institution
http://dx.doi.org/10.1109/TIT.1986.1057173 no institution
http://dx.doi.org/10.1109/TIT.1986.1057174 no institution
http://dx.doi.org/10.1109/TIT.1986.1057175 no institution
http://dx.doi.org/10.1109/TIT.1986.1057176 no institution
http://dx.doi.org/10.1109/TIT.1986.1057204 no institution
http://dx.doi.org/10.1109/TIT.1986.1057205 no institution
http://dx.doi.org/10.1109/TIT.1986.1057206 no institution
http://dx.doi.org/10.1109/TIT.1986.1057207 no institution
http://dx.doi.org/10.1109/TIT.1986.1057208 no institution
http://dx.doi.org/10.1109/TIT.1986.1057209 no institution
http://dx.doi.org/10.1109/TIT.1986.1057210 no institution
http://dx.doi.org/10.1109/TIT.1986.1057194 no institution
http://dx.doi.org/10.1109/TIT.1986.1057195 no institution
http://dx.doi.org/10.1109/TIT.1986.1057196 no institution
http://dx.doi.org/10.1109/TIT.1986.1057197 no institution
http://dx.doi.org/10.1109/TIT.1986.1057198 no institution
http://dx.doi.org/10.1109/TIT.1986.1057199 no institution
http://dx.doi.org/10.1109/TIT.1986.1057200 no institution
http://dx.doi.org/10.1109/TIT.1986.1057201 no institution
http://dx.doi.org/10.1109/TIT.1986.1057211 no institution
http://dx.doi.org/10.1109/TIT.1986.1057211 no regerences
http://dx.doi.org/10.1109/TIT.1986.1057202 no institution
http://dx.doi.org/10.1109/TIT.1986.1057203 no institution
http://dx.doi.org/10.1109/TIT.1986.1057193 no institution
http://dx.doi.org/10.1109/TIT.1986.1057222 no institution
http://dx.doi.org/10.1109/TIT.1986.1057223 no institution
http://dx.doi.org/10.1109/TIT.1986.1057224 no institution
http://dx.doi.org/10.1109/TIT.1986.1057225 no institution
http://dx.doi.org/10.1109/TIT.1986.1057226 no institution
http://dx.doi.org/10.1109/TIT.1986.1057227 no institution
http://dx.doi.org/10.1109/TIT.1986.1057228 no institution
http://dx.doi.org/10.1109/TIT.1986.1057221 no institution
http://dx.doi.org/10.1109/TIT.1986.1057229 no institution
http://dx.doi.org/10.1109/TIT.1986.1057212 no institution
http://dx.doi.org/10.1109/TIT.1986.1057213 no institution
http://dx.doi.org/10.1109/TIT.1986.1057214 no institution
http://dx.doi.org/10.1109/TIT.1986.1057215 no institution
http://dx.doi.org/10.1109/TIT.1986.1057216 no institution
http://dx.doi.org/10.1109/TIT.1986.1057217 no institution
http://dx.doi.org/10.1109/TIT.1986.1057218 no institution
http://dx.doi.org/10.1109/TIT.1986.1057219 no institution
http://dx.doi.org/10.1109/TIT.1986.1057220 no institution
http://dx.doi.org/10.1109/TIT.1986.1057250 no institution
http://dx.doi.org/10.1109/TIT.1986.1057241 no institution
http://dx.doi.org/10.1109/TIT.1986.1057231 no institution
http://dx.doi.org/10.1109/TIT.1986.1057230 no institution
http://dx.doi.org/10.1109/TIT.1986.1057242 no institution
http://dx.doi.org/10.1109/TIT.1986.1057243 no institution
http://dx.doi.org/10.1109/TIT.1986.1057244 no institution
http://dx.doi.org/10.1109/TIT.1986.1057245 no institution
http://dx.doi.org/10.1109/TIT.1986.1057246 no institution
http://dx.doi.org/10.1109/TIT.1986.1057247 no institution
http://dx.doi.org/10.1109/TIT.1986.1057248 no institution
http://dx.doi.org/10.1109/TIT.1986.1057249 no institution
http://dx.doi.org/10.1109/TIT.1986.1057232 no institution
http://dx.doi.org/10.1109/TIT.1986.1057233 no institution
http://dx.doi.org/10.1109/TIT.1986.1057234 no institution
http://dx.doi.org/10.1109/TIT.1986.1057235 no institution
http://dx.doi.org/10.1109/TIT.1986.1057236 no institution
http://dx.doi.org/10.1109/TIT.1986.1057237 no institution
http://dx.doi.org/10.1109/TIT.1986.1057238 no institution
htthttp://dx.doi.org/10.1109/TIT.1985.1057028 no institution
http://dx.doi.org/10.1109/TIT.1985.1057029 no institution
http://dx.doi.org/10.1109/TIT.1985.1057030 no institution
http://dx.doi.org/10.1109/TIT.1985.1057044 no institution
http://dx.doi.org/10.1109/TIT.1985.1057031 no institution
http://dx.doi.org/10.1109/TIT.1985.1057032 no institution
http://dx.doi.org/10.1109/TIT.1985.1057033 no institution
http://dx.doi.org/10.1109/TIT.1985.1057068 no institution
http://dx.doi.org/10.1109/TIT.1985.1057069 no institution
http://dx.doi.org/10.1109/TIT.1985.1057073 no institution
http://dx.doi.org/10.1109/TIT.1985.1057074 no institution
http://dx.doi.org/10.1109/TIT.1985.1057075 no institution
http://dx.doi.org/10.1109/TIT.1985.1057076 no institution
http://dx.doi.org/10.1109/TIT.1985.1057058 no institution
http://dx.doi.org/10.1109/TIT.1985.1057056 no institution
http://dx.doi.org/10.1109/TIT.1985.1057060 no institution
http://dx.doi.org/10.1109/TIT.1985.1057059 no institution
http://dx.doi.org/10.1109/TIT.1985.1057057 no institution
http://dx.doi.org/10.1109/TIT.1985.1057062 no institution
http://dx.doi.org/10.1109/TIT.1985.1057064 no institution
http://dx.doi.org/10.1109/TIT.1985.1057065 no institution
http://dx.doi.org/10.1109/TIT.1985.1057066 no institution
http://dx.doi.org/10.1109/TIT.1985.1057067 no institution
http://dx.doi.org/10.1109/TIT.1985.1057070 no institution
http://dx.doi.org/10.1109/TIT.1985.1057071 no institution
http://dx.doi.org/10.1109/TIT.1985.1057072 no institution
http://dx.doi.org/10.1109/TIT.1985.1057052 no institution
http://dx.doi.org/10.1109/TIT.1985.1057052 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057053 no institution
http://dx.doi.org/10.1109/TIT.1985.1057053 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057054 no institution
http://dx.doi.org/10.1109/TIT.1985.1057054 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057055 no institution
http://dx.doi.org/10.1109/TIT.1985.1057055 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057045 no institution
http://dx.doi.org/10.1109/TIT.1985.1057045 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057046 no institution
http://dx.doi.org/10.1109/TIT.1985.1057046 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057047 no institution
http://dx.doi.org/10.1109/TIT.1985.1057047 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057048 no institution
http://dx.doi.org/10.1109/TIT.1985.1057048 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057049 no institution
http://dx.doi.org/10.1109/TIT.1985.1057049 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057050 no institution
http://dx.doi.org/10.1109/TIT.1985.1057050 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057051 no institution
http://dx.doi.org/10.1109/TIT.1985.1057051 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057099 no institution
http://dx.doi.org/10.1109/TIT.1985.1057081 no institution
http://dx.doi.org/10.1109/TIT.1985.1057082 no institution
http://dx.doi.org/10.1109/TIT.1985.1057083 no institution
http://dx.doi.org/10.1109/TIT.1985.1057084 no institution
http://dx.doi.org/10.1109/TIT.1985.1057086 no institution
http://dx.doi.org/10.1109/TIT.1985.1057087 no institution
http://dx.doi.org/10.1109/TIT.1985.1057088 no institution
http://dx.doi.org/10.1109/TIT.1985.1057089 no institution
http://dx.doi.org/10.1109/TIT.1985.1057090 no institution
http://dx.doi.org/10.1109/TIT.1985.1057091 no institution
http://dx.doi.org/10.1109/TIT.1985.1057092 no institution
http://dx.doi.org/10.1109/TIT.1985.1057093 no institution
http://dx.doi.org/10.1109/TIT.1985.1057094 no institution
http://dx.doi.org/10.1109/TIT.1985.1057095 no institution
http://dx.doi.org/10.1109/TIT.1985.1057096 no institution
http://dx.doi.org/10.1109/TIT.1985.1057098 no institution
http://dx.doi.org/10.1109/TIT.1985.1057097 no institution
http://dx.doi.org/10.1109/TIT.1985.1057078 no institution
http://dx.doi.org/10.1109/TIT.1985.1057079 no institution
http://dx.doi.org/10.1109/TIT.1985.1057080 no institution
http://dx.doi.org/10.1109/TIT.1985.1057102 no institution
http://dx.doi.org/10.1109/TIT.1985.1057103 no institution
http://dx.doi.org/10.1109/TIT.1985.1057118 no institution
http://dx.doi.org/10.1109/TIT.1985.1057104 no institution
http://dx.doi.org/10.1109/TIT.1985.1057106 no institution
http://dx.doi.org/10.1109/TIT.1985.1057107 no institution
http://dx.doi.org/10.1109/TIT.1985.1057108 no institution
http://dx.doi.org/10.1109/TIT.1985.1057109 no institution
http://dx.doi.org/10.1109/TIT.1985.1057110 no institution
http://dx.doi.org/10.1109/TIT.1985.1057111 no institution
http://dx.doi.org/10.1109/TIT.1985.1057112 no institution
http://dx.doi.org/10.1109/TIT.1985.1057119 no institution
http://dx.doi.org/10.1109/TIT.1985.1057113 no institution
http://dx.doi.org/10.1109/TIT.1985.1057114 no institution
http://dx.doi.org/10.1109/TIT.1985.1057115 no institution
http://dx.doi.org/10.1109/TIT.1985.1057116 no institution
http://dx.doi.org/10.1109/TIT.1985.1057117 no institution
http://dx.doi.org/10.1109/TIT.1985.1057100 no institution
http://dx.doi.org/10.1109/TIT.1985.1057100 no regerences
http://dx.doi.org/10.1109/TIT.1985.1057101 no institution
http://dx.doi.org/10.1109/TIT.1985.1057101 no keywords
http://dx.doi.org/10.1109/TIT.1984.1056849 no institution
http://dx.doi.org/10.1109/TIT.1984.1056850 no institution
http://dx.doi.org/10.1109/TIT.1984.1056846 no institution
http://dx.doi.org/10.1109/TIT.1984.1056847 no institution
http://dx.doi.org/10.1109/TIT.1984.1056848 no institution
http://dx.doi.org/10.1109/TIT.1984.1056840 no institution
http://dx.doi.org/10.1109/TIT.1984.1056841 no institution
http://dx.doi.org/10.1109/TIT.1984.1056843 no institution
http://dx.doi.org/10.1109/TIT.1984.1056844 no institution
http://dx.doi.org/10.1109/TIT.1984.1056845 no institution
http://dx.doi.org/10.1109/TIT.1984.1056832 no institution
http://dx.doi.org/10.1109/TIT.1984.1056833 no institution
http://dx.doi.org/10.1109/TIT.1984.1056834 no institution
http://dx.doi.org/10.1109/TIT.1984.1056835 no institution
http://dx.doi.org/10.1109/TIT.1984.1056836 no institution
http://dx.doi.org/10.1109/TIT.1984.1056837 no institution
http://dx.doi.org/10.1109/TIT.1984.1056838 no institution
http://dx.doi.org/10.1109/TIT.1984.1056839 no institution
http://dx.doi.org/10.1109/TIT.1984.1056828 no institution
http://dx.doi.org/10.1109/TIT.1984.1056829 no institution
http://dx.doi.org/10.1109/TIT.1984.1056830 no institution
http://dx.doi.org/10.1109/TIT.1984.1056831 no institution
http://dx.doi.org/10.1109/TIT.1984.1056900 no institution
http://dx.doi.org/10.1109/TIT.1984.1056900 no regerences
http://dx.doi.org/10.1109/TIT.1984.1056893 no institution
http://dx.doi.org/10.1109/TIT.1984.1056894 no institution
http://dx.doi.org/10.1109/TIT.1984.1056895 no institution
http://dx.doi.org/10.1109/TIT.1984.1056896 no institution
http://dx.doi.org/10.1109/TIT.1984.1056897 no institution
http://dx.doi.org/10.1109/TIT.1984.1056898 no institution
http://dx.doi.org/10.1109/TIT.1984.1056890 no institution
http://dx.doi.org/10.1109/TIT.1984.1056891 no institution
http://dx.doi.org/10.1109/TIT.1984.1056892 no institution
http://dx.doi.org/10.1109/TIT.1984.1056882 no institution
http://dx.doi.org/10.1109/TIT.1984.1056883 no institution
http://dx.doi.org/10.1109/TIT.1984.1056884 no institution
http://dx.doi.org/10.1109/TIT.1984.1056881 no institution
http://dx.doi.org/10.1109/TIT.1984.1056885 no institution
http://dx.doi.org/10.1109/TIT.1984.1056886 no institution
http://dx.doi.org/10.1109/TIT.1984.1056887 no institution
http://dx.doi.org/10.1109/TIT.1984.1056888 no institution
http://dx.doi.org/10.1109/TIT.1984.1056889 no institution
http://dx.doi.org/10.1109/TIT.1984.1056875 no institution
http://dx.doi.org/10.1109/TIT.1984.1056876 no institution
http://dx.doi.org/10.1109/TIT.1984.1056877 no institution
http://dx.doi.org/10.1109/TIT.1984.1056878 no institution
http://dx.doi.org/10.1109/TIT.1984.1056879 no institution
http://dx.doi.org/10.1109/TIT.1984.1056868 no institution
http://dx.doi.org/10.1109/TIT.1984.1056869 no institution
http://dx.doi.org/10.1109/TIT.1984.1056870 no institution
http://dx.doi.org/10.1109/TIT.1984.1056871 no institution
http://dx.doi.org/10.1109/TIT.1984.1056872 no institution
http://dx.doi.org/10.1109/TIT.1984.1056873 no institution
http://dx.doi.org/10.1109/TIT.1984.1056874 no institution
http://dx.doi.org/10.1109/TIT.1984.1056864 no institution
http://dx.doi.org/10.1109/TIT.1984.1056865 no institution
http://dx.doi.org/10.1109/TIT.1984.1056866 no institution
http://dx.doi.org/10.1109/TIT.1984.1056867 no institution
http://dx.doi.org/10.1109/TIT.1984.1056859 no institution
http://dx.doi.org/10.1109/TIT.1984.1056860 no institution
http://dx.doi.org/10.1109/TIT.1984.1056861 no institution
http://dx.doi.org/10.1109/TIT.1984.1056862 no institution
http://dx.doi.org/10.1109/TIT.1984.1056863 no institution
http://dx.doi.org/10.1109/TIT.1984.1056854 no institution
http://dx.doi.org/10.1109/TIT.1984.1056855 no institution
http://dx.doi.org/10.1109/TIT.1984.1056856 no institution
http://dx.doi.org/10.1109/TIT.1984.1056857 no institution
http://dx.doi.org/10.1109/TIT.1984.1056858 no institution
http://dx.doi.org/10.1109/TIT.1984.1056851 no institution
http://dx.doi.org/10.1109/TIT.1984.1056852 no institution
http://dx.doi.org/10.1109/TIT.1984.1056853 no institution
http://dx.doi.org/10.1109/TIT.1984.1056899 no institution
http://dx.doi.org/10.1109/TIT.1984.1056899 no regerences
http://dx.doi.org/10.1109/TIT.1984.1056916 no institution
http://dx.doi.org/10.1109/TIT.1984.1056917 no institution
http://dx.doi.org/10.1109/TIT.1984.1056918 no institution
http://dx.doi.org/10.1109/TIT.1984.1056919 no institution
http://dx.doi.org/10.1109/TIT.1984.1056920 no institution
http://dx.doi.org/10.1109/TIT.1984.1056921 no institution
http://dx.doi.org/10.1109/TIT.1984.1056912 no institution
http://dx.doi.org/10.1109/TIT.1984.1056913 no institution
http://dx.doi.org/10.1109/TIT.1984.1056914 no institution
http://dx.doi.org/10.1109/TIT.1984.1056915 no institution
http://dx.doi.org/10.1109/TIT.1984.1056906 no institution
http://dx.doi.org/10.1109/TIT.1984.1056907 no institution
http://dx.doi.org/10.1109/TIT.1984.1056908 no institution
http://dx.doi.org/10.1109/TIT.1984.1056909 no institution
http://dx.doi.org/10.1109/TIT.1984.1056911 no institution
http://dx.doi.org/10.1109/TIT.1984.1056902 no institution
http://dx.doi.org/10.1109/TIT.1984.1056903 no institution
http://dx.doi.org/10.1109/TIT.1984.1056904 no institution
http://dx.doi.org/10.1109/TIT.1984.1056905 no institution
http://dx.doi.org/10.1109/TIT.1984.1056901 no institution
http://dx.doi.org/10.1109/TIT.1984.1056940 no institution
http://dx.doi.org/10.1109/TIT.1984.1056941 no institution
http://dx.doi.org/10.1109/TIT.1984.1056942 no institution
http://dx.doi.org/10.1109/TIT.1984.1056932 no institution
http://dx.doi.org/10.1109/TIT.1984.1056933 no institution
http://dx.doi.org/10.1109/TIT.1984.1056934 no institution
http://dx.doi.org/10.1109/TIT.1984.1056935 no institution
http://dx.doi.org/10.1109/TIT.1984.1056936 no institution
http://dx.doi.org/10.1109/TIT.1984.1056937 no institution
http://dx.doi.org/10.1109/TIT.1984.1056925 no institution
http://dx.doi.org/10.1109/TIT.1984.1056938 no institution
http://dx.doi.org/10.1109/TIT.1984.1056939 no institution
http://dx.doi.org/10.1109/TIT.1984.1056923 no institution
http://dx.doi.org/10.1109/TIT.1984.1056924 no institution
http://dx.doi.org/10.1109/TIT.1984.1056926 no institution
http://dx.doi.org/10.1109/TIT.1984.1056927 no institution
http://dx.doi.org/10.1109/TIT.1984.1056928 no institution
http://dx.doi.org/10.1109/TIT.1984.1056930 no institution
http://dx.doi.org/10.1109/TIT.1984.1056931 no institution
http://dx.doi.org/10.1109/TIT.1984.1056943 no institution
http://dx.doi.org/10.1109/TIT.1984.1056943 no regerences
http://dx.doi.org/10.1109/TIT.1984.1056929 no institution
http://dx.doi.org/10.1109/TIT.1984.1056929 no regerences
http://dx.doi.org/10.1109/TIT.1984.1056922 no institution
http://dx.doi.org/10.1109/TIT.1984.1056964 no institution
http://dx.doi.org/10.1109/TIT.1984.1056965 no institution
http://dx.doi.org/10.1109/TIT.1984.1056944 no institution
http://dx.doi.org/10.1109/TIT.1984.1056952 no institution
http://dx.doi.org/10.1109/TIT.1984.1056953 no institution
http://dx.doi.org/10.1109/TIT.1984.1056954 no institution
http://dx.doi.org/10.1109/TIT.1984.1056955 no institution
http://dx.doi.org/10.1109/TIT.1984.1056956 no institution
http://dx.doi.org/10.1109/TIT.1984.1056957 no institution
http://dx.doi.org/10.1109/TIT.1984.1056958 no institution
http://dx.doi.org/10.1109/TIT.1984.1056959 no institution
http://dx.doi.org/10.1109/TIT.1984.1056960 no institution
http://dx.doi.org/10.1109/TIT.1984.1056961 no institution
http://dx.doi.org/10.1109/TIT.1984.1056962 no institution
http://dx.doi.org/10.1109/TIT.1984.1056963 no institution
http://dx.doi.org/10.1109/TIT.1984.1056945 no institution
http://dx.doi.org/10.1109/TIT.1984.1056946 no institution
http://dx.doi.org/10.1109/TIT.1984.1056947 no institution
http://dx.doi.org/10.1109/TIT.1984.1056948 no institution
http://dx.doi.org/10.1109/TIT.1984.1056949 no institution
http://dx.doi.org/10.1109/TIT.1984.1056950 no institution
http://dx.doi.org/10.1109/TIT.1984.1056951 no institution
http://dx.doi.org/10.1109/TIT.1984.1056976 no institution
http://dx.doi.org/10.1109/TIT.1984.1056977 no institution
http://dx.doi.org/10.1109/TIT.1984.1056979 no institution
http://dx.doi.org/10.1109/TIT.1984.1056981 no institution
http://dx.doi.org/10.1109/TIT.1984.1056982 no institution
http://dx.doi.org/10.1109/TIT.1984.1056980 no institution
http://dx.doi.org/10.1109/TIT.1984.1056983 no institution
http://dx.doi.org/10.1109/TIT.1984.1056984 no institution
http://dx.doi.org/10.1109/TIT.1984.1056985 no institution
http://dx.doi.org/10.1109/TIT.1984.1056986 no institution
http://dx.doi.org/10.1109/TIT.1984.1056987 no institution
http://dx.doi.org/10.1109/TIT.1984.1056967 no institution
http://dx.doi.org/10.1109/TIT.1984.1056968 no institution
http://dx.doi.org/10.1109/TIT.1984.1056969 no institution
http://dx.doi.org/10.1109/TIT.1984.1056970 no institution
http://dx.doi.org/10.1109/TIT.1984.1056971 no institution
